date,close,band,btc_weight_after,action,trade_usd,cash_after,btc_after,value_after
2024-02-20 00:00:00+00:00,52258.82,0.03,0.89275,none,0.0,556.7561,0.0886820942546468,5191.1777
2024-02-27 00:00:00+00:00,57037.34,0.03,0.89289,none,0.0,606.7561,0.0886820942546468,5664.9468
2024-03-05 00:00:00+00:00,63724.01,0.03,0.90304,none,0.0,606.7561,0.0886820942546468,6257.9347
2024-03-12 00:00:00+00:00,71452.01,0.03,0.91261,none,0.0,606.7561,0.0886820942546468,6943.2699
2024-03-19 00:00:00+00:00,61937.4,0.03,0.90052,none,0.0,606.7561,0.0886820942546468,6099.4944
2024-03-26 00:00:00+00:00,69988.0,0.03,0.91095,none,0.0,606.7561,0.0886820942546468,6813.4385
2024-04-02 00:00:00+00:00,65463.99,0.03,0.89837,none,0.0,656.7561,0.0886820942546468,6462.2398
2024-04-09 00:00:00+00:00,69146.0,0.03,0.90326,none,0.0,656.7561,0.0886820942546468,6788.7681
2024-04-16 00:00:00+00:00,63793.39,0.03,0.89599,none,0.0,656.7561,0.0886820942546468,6314.0875
2024-04-23 00:00:00+00:00,66414.0,0.03,0.89968,none,0.0,656.7561,0.0886820942546468,6546.4887
2024-04-30 00:00:00+00:00,60672.0,0.03,0.8839,none,0.0,706.7561,0.0886820942546468,6087.2761
2024-05-07 00:00:00+00:00,62312.08,0.03,0.88661,none,0.0,706.7561,0.0886820942546468,6232.7218
2024-05-14 00:00:00+00:00,61577.49,0.03,0.88541,none,0.0,706.7561,0.0886820942546468,6167.5768
2024-05-21 00:00:00+00:00,70148.34,0.03,0.89798,none,0.0,706.7561,0.0886820942546468,6927.6578
2024-05-28 00:00:00+00:00,68398.39,0.03,0.89564,none,0.0,706.7561,0.0886820942546468,6772.4685
2024-06-04 00:00:00+00:00,70537.84,0.03,0.89208,none,0.0,756.7561,0.0886820942546468,7012.1994
2024-06-11 00:00:00+00:00,67314.24,0.03,0.88749,none,0.0,756.7561,0.0886820942546468,6726.3238
2024-06-18 00:00:00+00:00,65175.32,0.03,0.88423,none,0.0,756.7561,0.0886820942546468,6536.6399
2024-06-25 00:00:00+00:00,61806.01,0.03,0.87868,none,0.0,756.7561,0.0886820942546468,6237.8425
2024-07-02 00:00:00+00:00,62135.47,0.03,0.87229,none,0.0,806.7561,0.0886820942546468,6317.0597
2024-07-09 00:00:00+00:00,58050.0,0.03,0.9,buy,211.2809,595.4752,0.09231809107522644,5954.5404
2024-07-16 00:00:00+00:00,65043.99,0.03,0.90978,none,0.0,595.4752,0.09231809107522644,6600.2122
2024-07-23 00:00:00+00:00,65936.01,0.03,0.91089,none,0.0,595.4752,0.09231809107522644,6682.5617
2024-07-30 00:00:00+00:00,66188.0,0.03,0.90446,none,0.0,645.4752,0.09231809107522644,6755.825
2024-08-06 00:00:00+00:00,56022.01,0.03,0.88904,none,0.0,645.4752,0.09231809107522644,5817.3202
2024-08-13 00:00:00+00:00,60587.15,0.03,0.89654,none,0.0,645.4752,0.09231809107522644,6238.7652
2024-08-20 00:00:00+00:00,59013.8,0.03,0.89407,none,0.0,645.4752,0.09231809107522644,6093.5165
2024-08-27 00:00:00+00:00,59415.0,0.03,0.89471,none,0.0,645.4752,0.09231809107522644,6130.5545
2024-09-03 00:00:00+00:00,57487.73,0.03,0.88414,none,0.0,695.4752,0.09231809107522644,6002.6327
2024-09-10 00:00:00+00:00,57635.99,0.03,0.8844,none,0.0,695.4752,0.09231809107522644,6016.3197
2024-09-17 00:00:00+00:00,60313.99,0.03,0.88896,none,0.0,695.4752,0.09231809107522644,6263.5476
2024-09-24 00:00:00+00:00,64262.7,0.03,0.89507,none,0.0,695.4752,0.09231809107522644,6628.085
2024-10-01 00:00:00+00:00,60805.78,0.03,0.88277,none,0.0,745.4752,0.09231809107522644,6358.9487
2024-10-08 00:00:00+00:00,62160.49,0.03,0.88503,none,0.0,745.4752,0.09231809107522644,6484.0129
2024-10-15 00:00:00+00:00,67074.14,0.03,0.89255,none,0.0,745.4752,0.09231809107522644,6937.6317
2024-10-22 00:00:00+00:00,67426.0,0.03,0.89305,none,0.0,745.4752,0.09231809107522644,6970.1148
